original_file_id,press_release_conclusion,press_release_strength,abstract_conclusion,abstract_strength,exaggeration_label
11-012,"Children and young people admitted to hospital with injuries related to self-harming, drugs or alcohol face an increased risk of premature death, according to new research.",1,Risks of suicide were significantly increased after all types of adversity-related injury except for girls who had violent injury.,1,same
05-11-031-1,"Near-death experiences are not paranormal but triggered by a change in normal brain function, according to researchers.",3,"Instead, near-death experiences are the manifestation of normal brain function gone awry, during a traumatic, and sometimes harmless, event.",3,same
12-11-018-1,"A protein molecule that ‘glues’ cells together and so has a key role in cancer is also responsible for many other important functions of cells, a new study has found.",3,We conclude that loss of E-cadherin in mouse ES cells leads to significant transcript alterations independently of ?-catenin/TCF transactivation.,3,same
25-147,School shootings less likely in states with background checks on gun purchases,1,"School shootings are less likely in states with BC laws, higher MHE and KEE, and with greater per cent urban population.",1,same
25-134,'Worried well' may be boosting their risk of heart disease,2,This finding corroborates and extends the understanding of anxiety in various forms as a risk factor for IHD.,1,exaggerates
12-11-024-1,"Antiviral drugs used to target the herpes virus could be effective at slowing the progression of Alzheimer’s disease (AD), a new study shows.",2,"Since antiviral agents reduce greatly Aβ and P-tau accumulation in HSV1-infected cells, they would be suitable for treating AD with great advantage unlike current AD therapies, only the virus, not the host cell, would be targeted.",3,downplays
25-020,"Teenage pregnancy, social deprivation, and previous live births or miscarriages at the time of an initial abortion are also linked with subsequent terminations",1,Post-termination contraception with implants and Depo-Provera® were associated with repeat termination 2–5 years after the first termination.,1,same
15-11-013-1,"The farther that human populations live from the equator, the bigger their brains, according to a new study by Oxford University.",1,"We demonstrate a significant positive relationship between absolute latitude and human orbital volume, an index of eyeball size.",1,same
05-11-016-1,University researchers have found that people with Type 2 diabetes from an affluent background had the same risk of dying as someone without the condition from a deprived area.,0,SES modifies the association between type 2 diabetes and mortality so that RR for mortality is lower among more deprived populations.,1,downplays
09-11-004-1,New approach to cancer vaccines proves successful in early studies,3,"We show here that a cDNA library of normal tissue, expressed from a highly immunogenic viral platform, cures established tumors of the same histological type from which the cDNA library was derived.",3,same
12-11-029-1,Genetic-screening trial could reduce drug side-effects,2,"Our work supports the strong evidence that individuals with TPMT variant homozygosity are at high risk of severe neutropenia, whereas TPMT heterozygotes are not at increased risk of ADRs at standard doses of azathioprine.",1,exaggerates
