Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL
É #FAKE que estudo feito em 2005 comprova eficácia da cloroquina contra a Covid-19,"Doença só surgiu no fim do ano passado. Há 15 anos, o medicamento se mostrou eficaz contra o Sars-CoV-1, outro vírus, e somente em laboratório. Como doença foi extinta rapidamente, testes em humanos não progrediram.",circular rede social o cloroquina curar o covid-19 o informação falso basear trabalhar pesquisador atlanta unir e montreal canadá divulgar journal of virology publicação especializar o pesquisar concluir o cloroquina ação o sars-cov o vírus causador síndrome respiratório agudo identificar trata-se coronavírus o provocar o covid-19 – ganhar nomenclatura diferente o eficácia cloroquina atestar cientista laboratório fase pré-clínica humano considerar segurar e eficiente e aprovar utilização população remédio passar fase,ciência, 21/08/2020," Por Roberta Pennafort, CBN ",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/08/21/e-fake-que-estudo-feito-em-2005-comprova-eficacia-da-cloroquina-contra-a-covid-19.ghtml
"

Rodrigo Maia diz, no Twitter, que desviar dinheiro do fundão eleitoral é prejudicial à democracia #boato 
","Boato – Em post no Twitter, Rodrigo Maia afirma que desviar dinheiro do fundão eleitoral prejudica a democracia e deve ser evitado, mesmo que custe vidas.",rodrigar “ desviar o dinheiro fundão eleitoral prejudicial o democracia dever manter pilar intacto custar o vidar brasileiro ” fundãoedemocracia,política,06/04/2020,"
Kyene Becker ",https://www.boatos.org/politica/rodrigo-maia-twitter-desviar-fundao-eleitoral-prejudicial-democracia.html
É #FATO que Exército levou remédios para internados com Covid no RS e SC,Operação buscou medicamentos da fronteira com o Uruguai. Ministério da Saúde confirma a compra para auxiliar estados com baixo estoque.,"mensagem circulação rede social relatar operação exército levar medicamento importar uruguai ministério saudar paciente internar o covid hospital santo catarino e rir sul o mensagem fato o ministério saudar confirmar adquirir parceria empresar uruguaio 54.867 unidade medicamento auxílio intubação paciente uti encontrar gravar grave covid-19 o reforçar entregar sexta-feira s secretariar saudar rir sul e santo catarino estoque medicamento 48.867 unidade propofol priaxim e unidade dexmedetomidina o aquisição custar o o ministério saudar us$ 298,5",saúde, 20/07/2020," Por Roney Domingos, G1 ",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/07/20/e-fato-que-exercito-levou-remedios-para-internados-com-covid-no-rs-e-sc.ghtml
"

Beto Preto, secretário de Saúde do Paraná, escreve mensagem sobre pico da pandemia #boato 
","Boato – Beto Preto, secretário de Saúde do Paraná, escreveu uma mensagem em que aponta que os próximos 30 dias serão do “pico da pandemia do coronavírus” e pede prudência.",mensagem secretariar paraná betar preto irmão amigo familiar enfim – especialista afirmar o amanhã mínimo dia difícil dor perda e remédio diminuir – realizar sério e cuidadoso o isolamento social conversar amigo familiar jovem etc o contágio gigantesco e ar … tossir … espirrar … sola sapato … .sacolas supermercado … embalagem etc junto vencer vírus passar precisar passar perda e sofrimento campanha o compartilhar e enviar mensagem amigo e familiar dia o taxar isolamento social brasil junto forte … esquecer enviar mensagem rede social … cuidar higiene pessoal … lavar mão e evitar tocar rostir fé deus esperar d passar voltar melhorar … preciso mudar e mundo mensagem secretário saudar betar preto chegar o o picar,saúde,18/06/2020,"
Edgard Matsuki ",https://www.boatos.org/saude/beto-preto-secretario-saude-parana-escreve-mensagem-pico-pandemia.html
Ministério da Saúde não está telefonando para oferecer álcool gel e máscara  ,,morador paulo receber dia ligação pessoa passar integrante ministério saudar oferecer álcool gel e máscara pessoa situação riscar dever o o coronavírus.o ministério saudar entanto afirmar telefonema falso,saúde,26/03/2020 16h34Atualizada em 04/06/2020 20h50 ,"Do UOL, em São Paulo",https://noticias.uol.com.br/confere/ultimas-noticias/2020/03/26/ministerio-da-saude-nao-esta-ligando-para-oferecer-alcool-gel-e-mascaras.htm
"

José Sarney fez discurso na ONU falando inglês com forte sotaque #boato 
","Boato – Em reunião da ONU do ano de 1985, José Sarney discursou em inglês e envergonhou brasileiros por conta de sotaque forte.",“ o sarney o discursar onu inglês e o gente passar vergonha ” “ cansar o dilma onu o sarney ”,política,15/10/2019,"
Kyene Becker ",https://www.boatos.org/politica/jose-sarney-discurso-onu-falando-ingles.html
"

Caminhoneiros farão greve em apoio a Bolsonaro e reforma da Previdência #boato 
","Boato – No dia 26/05, os caminhoneiros brasileiros vão se juntar ao presidente Jair Bolsonaro e realizar uma greve em apoio à reforma da Previdência.",“ caminhoneiros ” junto e dia juntar brasileiro caminhoneiros unir junto diverso movimento n dia apoiar bolsonaro caminhoneiros ” “ greve ” o o presidente ” paralisação dia 26/05/2018 greve caminhoneiros forastf greve caminhoneiros dia 26/05/2019 stf senador deputar greve dia 26/05/2019 caminhoneiros aderir,política,20/05/2019,"
Edgard Matsuki ",https://www.boatos.org/politica/caminhoneiros-greve-apoio-bolsonaro.html
"

British Airways faliu, vai fechar e funcionários gravaram vídeo de despedida #boato 
",Boato – Companhia aérea British Airways encerrou atividades e funcionários gravaram vídeo de despedida para clientes.,“ british airways o o mundo inacreditável companhia aéreo lucrar ano triste verdade ”,mundo,06/07/2020,"
Kyene Becker ",https://www.boatos.org/mundo/british-airways-faliu-funcionarios-video-despedida.html
"

Luciano Hang diz que quem não votou em Bolsonaro deixa produtos da Havan com mau cheiro #boato 
","Boato – O dono da Havan, Luciano Hang, disse que quem não votou em Bolsonaro (petistas) não deveria entrar nas loas, pois deixa os produtos com mau cheiro. A declaração foi dada após o rompimento de contrato publicitário com a Globo.",“ gostar bolsonaro dever entrar loja deixar cheirar produto exposto ” palavra luciano hang dono havan romper contratar publicitário o globo ”,política,25/11/2019,"
Raiane Gonoli ",https://www.boatos.org/politica/luciano-hang-quem-nao-votou-bolsonaro-deixa-produtos-mau-cheiro.html
Reportagem de TV italiana sobre vírus criado em laboratório chinês não tem relação com a covid-19,,o reportagem verdade falir cientista criar versão híbrido coronavírus morcegar chino ano e basear estudar revisto científico nature março o periódico esclarecer haver evidência experimentar o pandemia atual e análise posterior pesquisador afirmar o sars-cov-2 fabricar laboratório produzir propositalmente,saúde,2020/03/31,Comprova,https://projetocomprova.com.br/publicações/reportagem-de-tv-italiana-sobre-virus-criado-em-laboratorio-chines-nao-tem-relacao-com-a-covid-19/
RN quer multar em até R$ 25 mil quem compartilhar fake news sobre covid-19  ,,decretar publicar o governar rir norte estipular multar compartilhar notícia falso referente covid-19 o doença causar coronavírus o mínimo multar r$ pessoa físico o r$ pessoa jurídicas).o prorrogar maio medir restritivo contar pandemia e estabelecer n decretar medir o divulgação proposital desinformação,saúde,05/05/2020 16h18 ,"Do UOL, em São Paulo",https://noticias.uol.com.br/politica/ultimas-noticias/2020/05/05/compartilhar-fake-news-sobre-coronavirus-pode-dar-multa-de-r-25-mil-no-rn.htm
É #FAKE que Lula foi convidado a falar na ONU após repercussão de discurso de Bolsonaro,"Ex-presidente foi chamado para participar de um seminário virtual que teve apenas o apoio da relatoria especial das Nações Unidas para o Direito à Educação, segundo o Instituto Lula. E convite foi anterior a pronunciamento de Bolsonaro. Ou seja, não há nenhuma relação entre os dois, como diz mensagem falsa.",circular rede social mensagem o ex-presidente luiz inácio lula silvar convidar o falar organização nação unir o discursar presidente jair bolsonaro abertura 75ª assembleia entidade n semana considerar fiasco lula fato convidar evento apoiar relatoria onu o instituto lula o falir bolsonaro ocorrido terça-feira o ex-presidente discursar abertura seminário virtual “ educação e sociedade querer ” e discorrer experiência presidência campar educação lula destacar feito governar setor o aumentar aluno pobre universidade e o abertura escola técnico e profissionalizantes o ex-ministro educação lula fernando haddad chamar o tomar evento virtual mesa “ político e mecanismo garantir educação qualidade igualitário e inclusivo ”,política, 25/09/2020," Por Roberta Pennafort, G1 ",https://g1.globo.com/fato-ou-fake/noticia/2020/09/25/e-fake-que-lula-foi-convidado-a-falar-na-onu-apos-repercussao-de-discurso-de-bolsonaro.ghtml
"
  Vídeo viralizado omite o tema abordado por Lula, que era a criação de uma frente ampla","Publicações compartilhadas mais de 76 mil vezes nas redes sociais citam uma frase do ex-presidente Lula sobre “não enganar o povo mais uma vez”, dita em uma entrevista concedida ao jornal El País no último dia 7 de outubro. Os vídeos, contudo, não mostram a fala completa do líder petista: ao abordar a criação de uma frente ampla em oposição ao presidente Bolsonaro, Lula disse que isto só faria sentido se fosse para “devolver os direitos ao povo trabalhador”.Envie-nos por WhatsApp Email",“ lula afirmar ‘ enganar o ’ ufa ” e “ ‘ idade viver experiência e enganar o ’ assumir lula entrevisto o o el pai o cachaceiro enganir ninguém ” legendar acompanhar vídeo e memes postagens compartilhar milhar facebook dia o declaração ex-presidente viralizou instagram twitter e youtube alcançar milhar interações horar dia outubro o ex-presidente lula 2003-2011 participar entrevisto vídeo o jornal el país abordar temer eleição unir e brasil o ficar presar e o criação frente amplo o atual presidente jair bolsonaro,brasil,9/10/2020 às 17:06,AFP Brasil,https://checamos.afp.com//video-viralizado-omite-o-tema-abordado-por-lula-que-era-criacao-de-uma-frente-ampla
"
  Não é verdade que Fauci sabia há 15 anos que a hidroxicloroquina “cura” o coronavírus","Publicações compartilhadas dezenas de vezes desde maio de 2020 asseguram que o principal especialista em doenças infecciosas dos Estados Unidos, Anthony Fauci, sabe há 15 anos que a cloroquina, ou a hidroxicloroquina, são um tratamento efetivo contra os coronavírus, e citam um artigo acadêmico de 2005 como prova. O estudo no qual as postagens se baseiam foi realizado apenas com a cloroquina e em laboratório, não em humanos. Além disso, a revista na qual foi publicado não tem a ver com Fauci nem com o instituto de saúde que ele comanda desde 1984.Envie-nos por WhatsApp Email",“ fauci aprovar o hidroxicloroquina haver ano curar coronavírus ” o título publicação compartilhar facebook explicar o atual conselheiro o pandemia covid-19 unir anthony fauci supostamente conhecer o eficácia cloroquina e hidroxicloroquina tratamento coronavírus e ocultar o texto justificar “ o virology journal o publicação oficial instituto nacional saudar dr fauci publicar o artigo sucesso agostar o cabeçalho prepare-se “ o cloroquina potente inibidor infecção e disseminação coronavírus sars ” “ significar claro o dr fauci foto haver ano o cloroquina e o hidroxicloroquina derivar suave hcq tratar casar atual coronavírus ‘ terapêutico ’ prevenir caso futuro ‘ profiláticos ’ o hcq funcionar curar e vacinar palavra drogar maravilhoso o coronavírus ” continuar o postagem,saúde,11/08/2020 às 20:45,AFP Austrália,https://checamos.afp.com//nao-e-verdade-que-fauci-sabia-ha-15-anos-que-hidroxicloroquina-cura-o-coronavirus
"

Rui Costa demitiu Dra. Raíssa Soares por causa de vídeo sobre cloroquina #boato 
","Boato – Médica Raíssa Soares foi demitida pelo governador Rui Costa, em Porto Seguro (BA), após gravar vídeo sobre cloroquina.",“ o governador petista ruir costa mandar demitir dr raissa soar chamar vídeo bolsonaro – e haver acreditar haver boicotar o o governar e o o medicamentar presenciar hoje o patrocínio governador genocídio vestir país ” “ o dia 30/06 o dr raissa soar médico prestar atendimento hospital eduardo magalhães portar segurar gravar vídeo explicar o situação caótico saudar município e apelar o presidente bolsonaro ajudar o presidente bolsonaro falar o o telefonar dr raissa e atender o o pedir enviar medicação o município entretanto agradar o direção hospital e o governador bahia ruir costa infelizmente hoje receber o notícia o dr raissa demitir buscar socorrer medicação hidroxicloroquina paciente olhar chatear situação assemelhar o o governar chinês médico alertar o população início pandemia coronavírus chino prender médico denunciar o perigar vírus acontecer brasil perseguição prisão e demissão cadê o ministério público ”,política,02/07/2020,"
Kyene Becker ",https://www.boatos.org/politica/rui-costa-demitiu-dra-raissa-soares-video-cloroquina.html
